ID,LIKE_COUNT,MESSAGE
4213635495361271_4215954105129410,0,I wish success to the athletes sent by Georgia to the Tokyo Olympics
4213635495361271_4215489538509200,1,Good luck to everyone I wish the flag of Georgia to fly and the anthem to be heard Gods mercy Georgia
4207861089272045_4209967852394702,0,May yours multiply Good luck
4207861089272045_4209905799067574,0,In which school in Ozurgeti is this idea library
4207861089272045_4209414519116702,0,Our country needs an educated generation like you
4197436473647840_4198717480186406,3,I am by your side with cardboard waste paper and with all my heart 
4181458458578975_4211685758889578,0,0717
4181458458578975_4186853564706131,2,Its the best  I would like to beautify the faceless building in front of my building  I met many beautifully painted buildings in my city  Thank you all 
4181458458578975_4183984874993000,0,Everyone is very aggressive
4173699366021551_4175891832468971,0,God bless you
4173699366021551_4175835855807902,0,Congratulations and good luck in the future
4152956541429167_4154212601303561,35,Its freedom when a child doesnt have to beg  when you dont enslave Evex nurses When they dont take a bite for a cigar at the price of an aquidil in the mine Freedom is when you have to fight for survival at the cost of life and dignity These beautiful words are just an illusion Look at the homeless people sleeping in the underground passages are they free
4141285655929589_4258008800923940,3,There is no freedom because a person can never be absolutely free we are born in a framework and we transform again in certain frameworks therefore everything is conditional and freedom is a kind of human illusion
4141285655929589_4151318824926272,1,Any freedom is the will of the people the choice of the people which is based on political economic equality and serves the people
4141285655929589_4150139695044185,0,Its freedom when you have a debt to the Bank of Georgia and you pay 800 GEL every month to cover the unheardof high interest its also freedom when you cant pay and they sell your house What is freedom
4134388336619321_4134549036603251,22,Congratulations to everyone on May 26  Guram Dochanashvili is truly incomparable for us Georgians  Thanks to the Bank of Georgia for the interesting videosIt seems to me that if there are shots of Zestafon at the beginning the bridge is when the boys are running and the circle is when the bus is passing 
4134388336619321_4152729691451852,2,Thats great thanks for this video 
4131448510246637_4134471693277652,0,Dont forget that we are an independent colony of America We used to be a gubernia and we had more privileges than the Russians themselves
4131448510246637_4134016563323165,0,Wave this time and it will help us okay
4095707487154073_4099564506768371,0,Mrs Dodd
4082992315092257_4085189064872582,0,What was this now
4067228470001975_4073389379385884,0,Arent similar ideatheques planned in other regions
4059784457413043_307765784089367,0,It was called Quatesh did you know before
4059784457413043_507411167297408,0,My heart my love
4053776838013805_4114578561933632,0,A person should always have the fear of not making a mistake or if he made a mistake then does fear have any meaning
4053776838013805_4106805286044293,0,If they had good journalists everything in Georgia would be improved but unfortunately we dont have them
4053776838013805_4060173517374137,0,100completely true
4035641346494021_4047142618677227,0,Proud and responsible 
4035641346494021_4038109089580580,1,The book is my healer I am 77 years old and I give books to everyone I also like to read Whoever loves books is a reliable and kind person Thats my opinion
4032619373462885_4033275770063912,1,If it werent for laziness I would have told you
4032001063524716_4037558112969011,0,Banks and bankers legal robbers never ask them It is possible to do something even without anger Everything will work out if you love work and put your whole heart into it Start with something simple study the work and gradually increase it Gods mercy and support to all hardworking and discerning people I wish you progress and victory workers Remember your rest Its your move
4032001063524716_4037510346307121,1,We are not stopped Your bank made me an emigrant How many tears do you lie to people The processes are so many You have unemployed people at high interest rates Those who employ you are low enough to kick you out of your home and sell the land to a foreigner This is your help Give it to the shameless Give it interestfree You will see what results you will have Accumulate billions The city was robbed
4032001063524716_4037360489655440,0,Woe to you bankers your place is in hell
4024682804256542_4027746640616825,0,You young people
4016887665036056_4022006261190863,0,It would be even nicer if there was a Ministry of Zegl and Vis or a Ministry of Culture in this building
4010364439021712_4011099475614875,189,If only we could preserve the Georgian language and the Georgian script we should all write in Georgian
4010364439021712_4012384538819702,5,In our life the novelty has not brought us any good in any case we Georgians so lets go back and restore and get back everything old our ancestors our culture will last for many more centuries
3992650294126460_4005430616181761,1,Thankful  no to my mother If people pay money for such garbage they should pay their thanks here
3992650294126460_4004386146286208,0,Is gratuity left taxable as employee income
3992650294126460_4004260306298792,0,Better late than never 
3992650294126460_4000541960003960,0,Who will ask the bank how much I will leave above ground when they turn their noses in everything
3942871245771032_3953517138039776,0,Hello I have a credit of 700 GEL and I would like to add 300 GEL if possible
3942871245771032_3952118258179664,0,Hello I have a credit card of 2000 lari and if possible I can increase it to 4000 hundred
3942871245771032_3948493588542131,1,Hello I am an immigrant I work and I would like to take advantage of the narrowly offered loan of the Bank of Georgia to buy an apartment
3929945947063562_3932726293452194,0,Good luck talented person
3909248382466652_264752578472266,0,Ive been sending money for 14 years I transferred 15000 per year manager 
3909248382466652_256442716188021,0,How do you believe these fairy tales
3909248382466652_870553716834408,0,Well these messages are feeding us no one is telling them to win so you are trying to advertise TBC so are the Bank of Georgia but there are so many immigrants how many people are there no one has won
3904199006304923_4836430949748386,0,Arent they the ones who sometimes lose 700DD
3904199006304923_3907044562687034,0,Tell me the music link
3904199006304923_3907039926020831,0,Take a loan if you want You didnt drive you also took the heads of the family
3858849140839910_3864945916896899,0,Alexray Danelia Tiemji Octopus  I met a suspicious man but are you upset with Sarishvili
3846905392034285_3850539151670909,2,Are they really asking for Emilia in the comments or is it just me
3816075115117313_3910721002319390,0,They are the same bribers
3816075115117313_3821979841193507,0,What a worthy square
3816075115117313_3819466561444835,0,Remove the meaningless SMS confirmation not the amount when charging the amount
3811054885619336_3382566405302380,0,Bravo may God bless you young man
3811054885619336_167596954889325,1,Good luck to you and all worthy Georgians may they help our motherland
3811054885619336_167592171556470,0,A purposeful and hardworking person will achieve everything Good luck Anna
3811054885619336_1077804999400753,0,Good luck
3811054885619336_475663653602580,0,Many more progress and success my solver
3811054885619336_268178864691693,0,good luck 
3806345922756899_4015462851845204,0,How many times did I win and I didnt win anything There were 20 days in 1 month
3806345922756899_4013538928704263,0,I am your customer but I have never received anything
3806345922756899_3962141647177325,0,And is there a paid passport somewhere
3806345922756899_3901085343282956,0,Who will the bank profit from What a bluff
3806345922756899_3897482763643214,0,There are several times a month
3757203677671124_3762210217170470,1,Super boys
3757203677671124_3758497324208426,1,thanks Good luck
3711035262287966_3772554522802706,0,Its a very irresponsible bank I didnt think I would be able to handle it the operators dont contact the technical department to fix the problem or the technical department doesnt care about the depositors problem
3710118329046326_3723329667725192,0,Its extraordinary very positive and emotional super 
5521761457881995_1051539988889161,0,httpqoutubetsrtshktsilm
5521761457881995_602810724913216,0,Some lies will make you mad as in politics
5513734942017980_1764008817268198,0,Good luck guys
5502713086453499_1379874199189412,0,They lost seven games with the same mistakes  they cant shoot from the perimeter and the opponents shoot from the perimeterThey move slowly like a millIf you hang stones on your feet once in a thousand they play thoughtfully and it is difficult to finish it successfullyI dont really want to write what I wrote but its the same thing in seven gamesRepeat mistakes its too much Everyone plays basketball nowAnd they play  shoot  from the outsideone hundred percent in three secondsIn case of hope of getting resultsThey will run in are they playing defense YesSee Thokos Greeks didnt waver In short the team must be focused on speed and accuracy no one will forgive you for a mistake  May God do good I wish I was wrongHopefully the opponents eyerolling maneuver will work but I willThey killed me and made me sickApsamen
5499934836731324_1149994129195231,0,Friendship with good people knows how to beautify the city it is said  We are waiting for the results of new friendship 3 ps This picture is beautiful but in my humble opinion wouldnt it have been better if it was a shot of the dancer spinning in the air
3679307898794036_3682775281780631,0,I am also satisfied with Sac Bank as well as with Mob Bank
3635219183202908_3638329942891832,0,Dato Javakhishvili
3635219183202908_3637975109593982,0,Rejoice uncles
3632439826814177_3637102566347903,0,Otar Galustiani
3615873771804116_3619210181470475,17,I use it for transfers utility payments enrollments and in markets and pharmacies but I havent received anything I think its a lie 
3615873771804116_3631452426912917,0,When did this promotion start and when does it end I was doing calculations all the time  lets see I hope I win 
3615873771804116_3627402103984616,0,In case of loan repayment
3615873771804116_3624135127644647,0,Its a big lie
3615873771804116_3624105134314313,0,I am Badri Esebuas cousin can you give me something  D
3615626898495470_3616375115087315,1,If there were any kind of people from the bank I saw it for the first time thats probably why I came for the second time
3608159432575550_3611563605568466,0,I love this girl 3
3605231666201660_3607170879341072,0,I have been calling you all day You dont answer me Customer calls you and you dont answer Customer calls you and you dont answer
3596758157049011_3599515350106625,0,How cute
3588081867916640_3588750471183113,0,Vacancies for a driver in Kutai
3571836829541144_3574216205969873,0,Dato Dzia is the most beloved  and the most talented person 
3571836829541144_3573553636036130,0,David is a cool man
3568916459833181_3572791632778997,0,I want young people to see this amazing ad often The way is there as long as Im alive
3568916459833181_3572776176113876,0,It would have been really Georgian if you had shouted Vasha or Victory instead of that Nevertheless congratulations on achieving your goal Good luck
3554470431277784_3601746099883550,0,Bank of Georgia  Bank of Georgia Whats so difficult for you that you dont open any standard branch in Dighom massif It is quite a large area and you should open at least one branch why should your customer have to visit Gldani Tsereteli or Didi Digomi to find the nearest branch Keep this in mind
3535166333208194_3536812866376874,0,Do not add proc3bt3b
3535166333208194_3536786963046131,0,Congratulations not the whole country Well you made us laugh Enjoy Hollywood is with you 
3530307087027452_1027406734399208,0,Congratulations Lukacho you have attended many things 
3530307087027452_186899086342498,0,Very cool advertisement  giving energy  I hope that everything will work out for me too 
3530307087027452_183090716710010,0,You wrap evil institutions in the veil of generosity with expensive PRadvertisements and noble institutions which should function through you almost do not exist at all
3530307087027452_2824757707807551,0,New interest rates for the already impoverished people the Bank of Georgia is your future you should make such an advertisement 
3511122012279293_3522128084512019,0,I have a question can I close the national currency GEL in your branches located in metropolitan areas if I am not a customer of the Bank of Georgia
3485689694822525_3495532423838252,1,My Georgia my mountain meadowMy Georgia is like this
3485689694822525_3492070994184395,0,Why are you not supporters of the people Did you pay me 1500 GEL instead of 3000 
3485689694822525_3492032220854939,1,What can you tell us about David Gareji
3477149475676547_3482348625156632,0,httpqoutubeg9tda8d5aau
3448570921867736_3449842751740553,0,Good luck to you
3427162234008605_3428907363834092,0,Undoubtedly a rapper
3426441014080727_3433587323366096,1,Its beautiful bravo if you make this government of Kutai beautiful the city the country the people dont care at all
3426441014080727_3433366780054817,0,Its a very cool project  good luck
3426441014080727_3429664837091678,0,You also missed my apartment
3407601992631296_3423498647708297,0,What kind of bank is thisI was writing all the time and there was no answer How will they answer you if the devices are swallowing you all the time
3398208166904012_3401529696571859,0,Piloting is a suitable profession for a woman the plane does not fly on purpose
3394983143893181_3402610653130430,0,Why did you destroy the idea 
3394983143893181_3395345707190258,0,Nanuka Secretary 219
3336637686394394_3340514369340059,0,Why was it difficult for the Bank of Georgia to pay me so much interest I paid it off in 5 years and paid off the interest tax in 10 years Instead of prepayment you paid me with interest This is a farce If you use our bank you will get a profit Now we are begging you They are ashamed of you
3315956311795865_3319386984786131,0,The reason Corona
3315956311795865_3319145174810312,1,I want to wish you all the best
3299803843411112_3317469554977874,1,The most important and necessary thing for the future is natural agriculture
3299803843411112_3316768721714624,1,A person who speaks so competently should appear on TV screens so that you cant understand who is talking about what
3242920482432782_3243488422375988,0,If in 1 week they provide you with different information on the same issue 3 times in different branches and on the hotline what does this mean
3242920482432782_3243306075727556,5,I didnt know if you had a complaint about this and it turns out that you were the best bank Kantora
3242920482432782_3390214471036715,0,Here it seems the employees of the bank themselves are writing sweet sweet comments 
3242920482432782_3243684475689716,0,I cant deal with the Bank of Georgia Robbers
3226322337425930_3265808536810643,0,I beg you the dog will leave a bigger mark on this world than some people
3226322337425930_3236942169697280,1,Kupata became a bearer He lives in Georgia I cant even come to Zems Kvekana
3226322337425930_3236699006388263,0,What beautiful eyes you have Kupat
3210162222375275_3304730482918448,0,Hello does the square footage of the house matter I want to buy 40 kv I am an immigrant and how can I be accepted from here
3210162222375275_3213057358752428,0,Bank of Georgia  Bank of Georgia In this case the credit history is also taken into account
3210162222375275_3292779204113576,0,Salary should be deposited in your bank if you give a mortgage loan without salary
3184513014940196_3184543591603805,20,Why isnt the inscription written in Georgian Ps The painting is beautiful
3184513014940196_3188481134543384,0,Kupata Bank 
3146592735398891_3147181318673366,0,Scammers nest 
3111719642219534_3142299562494875,0,At that time I waited for two hours in this new message what is the reason for them to give an answer to Normanula so good service they didnt give me
3106843146040517_3113459648712200,0,Georgias independence will be marked when the country gets rid of the Kots gang
3106843146040517_3113020205422811,0,Its an amazing video thank you  Thank you to the entire marketing and creative team you cant be seen but you are the main creators 
3106843146040517_3111377368920428,0,Ah the skydisputing skyking
3105464026178429_3107073676017464,0,Independence Is independence a dance on Americas record
3104495762941922_3107762202615278,2,Do you think you are really independent if you dont understand what independence is
3090822954309203_3094711073920391,1,Ellen are you still studying You dont have two diplomas
3090822954309203_3093192594072239,0,Bank of Georgia
3090822954309203_3091334417591390,3,Tatulitalented beautiful lovely successful
3080521038672728_3081329898591842,0,You are the most unstable bank
3080521038672728_3082788431779322,1,I have a message in the Bank of Georgia how to transfer it to the account online if you can explain it to me thanks in advance
3080521038672728_3088378084553690,0,I lost your card I cant log in to Mibilbank because I forgot the code and I need to restore the card data Can you help me I am not in Georgia
3063782173679948_3064609153597250,0,Sagol TSU D D D D D
3049565145101651_945450142557669,2,Kakhelis are also joining the Imerle celebration 
3022554741136025_3023018017756364,0,Hello do you reply to someone in Messenger
3011535358904630_3018248638233302,0,I have tried several times and it didnt work but how does it bother me
3011535358904630_3018369231554576,0,Yes tell my neighbor that 
3003717843019715_3004287099629456,0,Its true that I dont have a socially disadvantaged status only my wife works the salary is 400 GEL I have 2 children the eldest is in the 6th grade and a 3yearold computer is here for the child but I cant get the Internet due to lack of money and the child cant fully participate online If I asked for more
2996613717063461_2999483400109826,0,Hello I have the automatic payment service turned on and I want to cancel it How should I cancel it
2996613717063461_3003354149722751,0,I want to reduce the principal on the mortgage without paying interest until June please me Dont ignore it
2996613717063461_2998547746870058,0,Hello I also had a loan to pay and now howDid you know if I have been transferred for three months I have a mobile bank account but the loan is not in my wifes name at the moment and I want to find out how to do it
2976262495765250_2995283183863181,0,I told you the founder
2976262495765250_2983646131693553,0,Httpsforbesgenets2938bankisratingsmindamogebismikhedvit
2976262495765250_2981129088611924,0,I didnt send you a postponement I dont want a postponement and I dont want interest to be added to me Im suing you for this and I wont pay your bank debt at all
2976262495765250_2978921588832674,0,How can I stop when I want to update something repair half a cell I ask the bank it doesnt give me the money and I pay 13 cells
2965122053545961_2764534690458210,0,These people cant happen again or what are we dealing with First of all take off your glasses so that so many blind people can look into their eyes and understand what is happening in the world I bow down and thank the Bank of Georgia for its good work
2965122053545961_2764552810456398,0,I would like to thank the Bank of Georgia for such kindness
2965122053545961_208731307018620,0,Then when people get infected in time there will be no point in such charity
2947173658674134_2951302041594629,0,I cant I enter the Internet bank I dont receive SMS I cant contact you by phone either is there a problem
2947173658674134_2949381668453333,0,Im interested in Gvanilisbagebabrubemi if I put it on Magarish with a mobile bank
2947173658674134_2948207185237448,19,Thank you alone will not help Protect the safety of the banks front office employees at least provide them with masks and disposable gloves Protect your young employees Please
2944390148952485_2946541192070714,3,We dont want this grace period and how can we say no We have been calling the bank for 2 days and they are not answering us SCVA banks sent us an SMS with links and we refused to enter the period Saq Bank did not come to any of the families
2944390148952485_2946387425419424,1,Why is it possible to pay with iTunes without commission He writes us a commission
2944390148952485_2946353778756122,0,I couldnt understand what the contactless limit means
2939607276097439_2940486336009533,0,What happens in the case of other banks
2939607276097439_2940304126027754,0,The SMS did not come from the bank
2939305282794305_3100388580019307,0,I have been sick for 3 months and now I want 1 month and will I be treated as usual
2939305282794305_2942436699147830,0,Hello could you let me know if you are sick of repaying the loan If you are sick send one message
2937577329633767_2941768792547954,0,Are money transfers from Georgia abroad to the territory of Gldani
2937577329633767_2939684142756419,0,Dentists have also gone remote
2931832463541587_2821290254626928,0,How can I get the message and where can I find it
2931832463541587_1342950629425729,0,HelloI have both loan and credit and I didnt receive a notification about the payment Why did we automatically move forward for 3 months whats the matterToday is the last day of payment what should I do
2931832463541587_2599565200312168,0,Bank of Georgia  Bank of Georgia when will the individual schedule be adjusted for loans in Mobilebank
2921042684620565_2922131421178358,40,Doctors were trampled here too Our place could not be found in the clip Its okay Female doctors are the heroes of our time 
2921042684620565_2922910784433755,0,I congratulate all women on this beautiful day of spring Womens Day on March 8 May your life bloom like spring I wish you more joy and boundless love 
2921042684620565_2922938827764284,0,Sofia I congratulate you on March 8
2914391721952328_2916930621698438,1,May God bless you and give you strength and long life All the best
2914391721952328_2918730838185083,1,Good luck Geno we are waiting hopefully for the Olympic Games he needs to pay a little more attention to the tours which is a necessity in my opinion He should not close it he should improve it more 
2899016993489801_3285478164843680,0,You have found a wonderful word  thank you
2888851304506370_2889226514468849,0,See you at the song
2880246355366865_2880544675337033,1,I cant write on xiaomi 
5497769180281223_1026780298017523,0,I wish you good luck
5491695380888603_392949776258458,0,You are such a jerk arent you happy when your teammates congratulate you badly
5483630851695056_463901015606841,2,Good luck to our proud boys
5483630851695056_1245841002901357,1,After that Boisa became a changer
5484620151596126_5361789693932252,0,How can I understand your joy  you are a beautiful girl congratulations 
5469200266471448_1034002017269925,14,Good luck to you and boys like you Our little Georgia stands on the shoulders I love you and I am proud of you Gods protection for you 
5469200266471448_472322770980997,1,You are very good men I wish you many victories may God bless you
5469200266471448_602278914814932,0,I wish you success and may God fulfill your heart 
5469200266471448_1769834606699081,0,You are proud boys Good luck and progress The best children of Georgia
2869508816440619_2895981677126666,0,Oh thats cool where is it how much is the ticket
2869508816440619_2872567759468058,0,Along with pleasure I have a feeling of fear
2858998674158300_2861170713941096,1,Super super Luca Gaiharesul good luck and good luck
2858998674158300_2861161670608667,0,Good luck Sakvarel Children rejoice
2858998674158300_2861972680527566,1,We wish you successits a beautiful performance
2858998674158300_2859579994100168,5,You are a wonderful coupleGood luck and progressyou my dear
2858998674158300_2860985637292937,2,Congratulations  Have many more successes
2858998674158300_2861197457271755,0,Laughing and laughing
2823224121069089_2823415897716578,0,This is my bank
2823224121069089_2823420601049441,0,Those who have installed the perception that we can achieve something better The footage is moving so fast I couldnt see anything 
2801469959911172_2810016089056559,0,I love everything good about our nation rejoice
2782335148491320_2784979881560180,0,Abir Azzam bto3afe 7ad l 3amod azra2 btshof baqtq hdda 2bele degre mn hon
2768796839845151_2770806886310813,0,sg sg its so fun c
2768796839845151_2782339911824177,0,Its good I watched it many times
2756386871086148_2759872500737585,0,Fried potato snow
2753655998025902_2825440064180828,1,If I pay for transportation metro bus with Apple Pay why cant I use student fares
2753655998025902_2758873990837436,0,I love you 
2753655998025902_2753910948000407,0,Welcome to TBSM  We have been using it for a long time already 
2741674239224078_2746356468755855,1,Cant it be additionally in terms of public relations or in terms of marketing Bank of Georgia  Bank of Georgia
2739561509435351_2739978702726965,0,Why doesnt Secret Santa start
2709663252425177_2712985242092978,0,You have to reduce the percentage
2702884333103069_2705964479461721,0,Be careful everyone Yesterday I transferred the installment amount from my wife through mobile bank It turned out that it was reflected late and since the number 27 was fixed I have to pay a fine of 20 GEL
2702884333103069_2709309505793885,0,Angels Happy New Year and happy gifts from Santa Claus 
2702884333103069_2706141169444052,0,I want a new year gift to experience joy again thanks to the Bank of Georgia for this joy
2702884333103069_2705146472876855,0,Bank of Georgia Giant Mevakhshe
2702884333103069_2707291842662318,0,H09rjdsphsvhfgh556474kvkghdf
2662272393830930_2663686933689476,1,If Lasha were to become a professional 
2662272393830930_2668020469922789,2,Good luck to the talent
2643408875717282_2674684422589727,0,You are the worst bank During the conversation I ended up making a deposit they didnt even call me again I am calling because of your mistake and carelessness
2616222401769263_2619602504764586,0,Kohag young people rejoice 
2606838732707630_2608321005892736,1,What a beautiful photo 3
2599157350142435_2599400766784760,0,Love you I have a bank 
2599157350142435_2599544763437027,0,Because we are MteliGeorgiasbanki 
2596586393732864_2596736753717828,0,My knees no longer obey me my joints are bothering me
2595307520527418_2596570407067796,4,I want to write a comment once and say that it is extraordinary If you mention the author of the idea the director the author of the arrangement and others in the post itself I think it would be good 
2595307520527418_2598727993518704,0,Bank of Georgia If I lost my card and I wrote you a message why dont you answer me I said cancel it
2595307520527418_2598234793568024,0,I liked this thing and thought about it dont stop take it easy
2565643856827118_2568357476555756,0,Congratulations we are proud of you
2565639723494198_2566344456757058,0,Good luck
2034467579986947_2036709883096050,0,Vodcast Explain to me whats up
2546200868771417_2548464521878385,0,I ordered 2 days ago but the child moved to the second grade Now we get it for the first time Do we own the stickers
2546200868771417_2550397695018401,0,Has the child lost the card and will you restore it free of charge
2527556947302476_2529295237128647,0,Add Amekh too 
2527556947302476_2528376540553850,0,Amechcard is not added right
2405829492808556_2408506312540874,1,That hundred and many othersAttack guys Surprise the worldThank Godbreak the hearts of the enemy
2404944626230376_2406859139372258,1,I love my Georgia and the time will come when it will flourish and become a paradise
2404058362985669_2404148099643362,0,Good luck Georgian men
2404058362985669_2404824542909051,0,Rejoice my son
2402288173162688_2402741216450717,0,Dont worry about the bank otherwise we will count the gold of the beaches with our fans too
2398088976915941_2399435023448003,0,Good luck 
2358760310848808_2365884026803103,0,Hello I would like to know if the amount paid at other terminals will also be counted on the students card for participation in the draw
2351740334884139_2351998204858352,4,I wont give up anymore
2350513671673472_2351517254906447,0,I like the independence of my country and I believe that the proper development of a nation goes through independence to a large extent Talking about the fact that we are not independent is ridiculous because 99 of the time in our history we have more independence What if we were part of empires We need more and more is developing
2345621305496042_2348530368538469,0,Long live independent Georgia
2343788795679293_2343929608998545,0,That is what is the value of the apartment is it loaded with a mortgage How old is it Do I pay without advance deposit
2343788795679293_2345281718863334,1,Is the absence of real estate a necessary condition
2343788795679293_3822341024490722,0,In case of confirmation of the purchase of the apartment the bank gives us the entire value of the apartment as a loan or a part of it I work abroad If possible a certificate of salary from the employer
2343788795679293_2391185930939579,0,If its really that simple its great for young families
2302201019838071_2302362139821959,0,I have a Garmin watch and how should I do it
2258519694206204_2266524413405732,0,How much income should I have
2258519694206204_2259016090823231,0,I have a loan in TBS bank and if possible I can transfer it to you My salary is deposited in your bank
2241830792541761_2241920755866098,0,Oh it was still there and now I know 
2241830792541761_2241862629205244,0,I dont believeI lost my trust
2200844646640376_2202057066519134,3,If I win then I will believe Seeing is better than hearing thats what I heard
2200844646640376_2206240542767453,0,When I win I will believe it but before that I dont believe it
2200844646640376_2201987966526044,1,Who doesnt want Mari do you want to share
2200844646640376_2204219566302884,0,They dont care who will tell you what
2180449282013246_2182115288513312,2,At the expense of the people Why do I pay ptocents in this bank I dont know what Dont they want to do something to encourage honest payers
2180449282013246_2181356428589198,0,Whats wrong with us
2171830806208427_2184186188306222,1,Today I will try one of them  Thank you  Bank of Georgia  Bank of Georgia
2168841633174011_2169221029802738,0,I saw one of your facilitated meals you said Ill have dinner with youI wonder why you call people about debt what is the principleIm waiting for an answerSincerely b Jondo
2168841633174011_2168846089840232,0,Kajebi Bank wishes you to go bankrupt soon
5463732500351558_3596984290528285,0,happy childhood
5463732500351558_787066532644865,0,Heres to a happy childhood rejoice
5441026782622130_827291248648034,0,Update the water application or something terrible the card every three days In the beginning there is something wrong with the design
5436576723067136_1056282625003617,3,Cheers
5436576723067136_751547039298984,0,Good luck bravo
5435605166497625_5268523996558322,0,Irena of Nice Pizza
2104271146297727_2104278546296987,3,And when does Secret Santa start 
2089951281063047_2090141454377363,1, developmentbank
2074957962562379_2076305459094296,1,I believe that he really wins its not for us maybe someone who has a big salary collects a lot of tickets but someone who collects one or two tickets for nothing will never win 
2074957962562379_2075439405847568,0,I am enrolled in the Bank of Georgia and how can I participate
2074957962562379_2079055045486004,0,Congratulations on the win I hope its true I never believe that I won anything in my life
2074957962562379_2076195109105331,0,Congratulations to everyone 
2074957962562379_2078159138908928,0,It is better to charge interest to people when they move their soul
2053601418031367_2062094663848709,0,People are asking for information about Santa are you planning this year and when 
2027834937274682_2028445110546998,18,Always praise and protect Georgia with its famous children so that the world knows what Georgia is
2027816027276573_2028426300548879,0,I congratulate you And many won appeals
2027816027276573_2028419273882915,0,Be happy George All the best in life
1918775538202020_1918781358201438,0,I am also waiting for your call 
1918775538202020_1922264477853126,0,I also get 9 years of salary there
2023930767665099_2024724717585704,0,You are a cool man dont worry everything is in the past
2734290833463433_2734890256736824,0,Lagodekhi Very cool
490039464806908_140031540285748,0,How do we know that I have already received my salary should they give me a ticket or how is the draw arranged
490039464806908_490415101436011,0,Is it only on salary
490039464806908_492298114581043,0,Where can I see how many tickets I have
490039464806908_491099484700906,0,When does the promotion start
1920304428027734_1928674920524018,0,What cant you do Nana
5418575254867283_378454714358497,0,Total winsandgoodluck guys
5393166570741485_574639887465156,0,Can I make a deposit from abroad
5392865114104964_499029248654819,0,Congratulations The opportunities are also very good but will the borders of Georgia have opportunities
1874530715938439_1882393225152188,3,The Bank of Georgia is the coolest among the banks it always had and will have it
1830580520333459_1830740250317486,8,Its always nice to hear Morricone of course but I expected something different I was disappointed
1825998284125016_1829872230404288,0,If the bank has stolen 150 GEL like this they should create a charity fund for these rich robbers Its really a pity that Im ending this banking relationship so badly I advise everyone to take into account that if you want to deposit money transfer it to the bank so that you have a receipt otherwise you may find yourself in my situation      in hand
1821333681258143_1822009561190555,1,Wow you forgot my name again
1812632525461592_1813524732039038,0,Its really good Lets get to know the new youth that has inspired us which weighs as okrosfa
1811465798911598_1812879782103533,1,I trusted the Bank of Georgia I have a deposit and I was happy to come and communicate with them because they served me well I went yesterday and I wanted a loan I have a credit history no one refused me and I took it out from another bank The credit officers behaved as if they were ministers I saw a lot of carelessness They listened to me for four hours and did not say an apology Finally I took my ID and left
1811465798911598_1812498958808282,0,I have never seen such a stupid advertisement
1807703405954504_1809933455731499,0,Rekl didnt have a conscience the man had 3000 left and couldnt pay for a month and they gave him 8000 for planting This is what you are and you know what you are
1805799552811556_1807293252662186,0,I like Lashas comment
1798566986868146_1806138219444356,0,Your Varketili metro branch is one of the worst among other branches with constant software interruptions and the best service  Congratulations
1798566986868146_1798765853514926,1,My bank
1771093252948853_1773693126022199,0,I also entered the Bank of Georgia
1760989460625899_1761127220612123,0,I am proud of such calbatons
1735206559870856_1737397472985098,0,Absence is always a victory 
1732884690103043_1733178323407013,19,Its really beautiful but I agree with the opinion that there is not only heterosexual love and it should be seen The rest of me is beautiful warm and lovely but the heteronormativity makes the clip too artificial
1732884690103043_1733383673386478,0,Its a great happiness when you love and miss each other Its a very good period
1732884690103043_1733281086730070,0,11 more Yasna they will multiply and benefit the world What are you mistakes and blameworthy vanities
1728397980551714_1730365043688341,0,Whats up
1726390214085824_1726728680718644,3,Batoni Koba is the greatest person Congratulations to him and to our legendary and proud man 18 years of age To be a leader in sports is heroism and Olympic gold is the crowning glory of the sports peak Im proud of you Mr Koba and Im happy that I had the honor of your knitting 
1726390214085824_1726621890729323,2,Our pridea legend May God multiply such Georgians
1718604994864346_1719219998136179,0,I hope you will do it in 2018  
1686884434703069_1687256027999243,0,Are you okay I want to transfer money and the SMS code is not coming
5375327682525374_1771535576526317,0,Always play hard guys Good luck always
5375311585860317_1740278926312057,4,Great game congratulations Georgia
5375311585860317_1038060587079376,2,What was this
5375311585860317_447086033903358,1,Oh I died of nervousness
5375311585860317_435109355138695,0,Congratulations
5375311585860317_1498604447238561,0,Good luck to our basketball players may they bring this and many other joys to the Georgian fans
5367425729982236_1084449282482689,0,The comments of the people of Ghoreti are still different
5367425729982236_879872579638998,8,They gave the game and the win and what did that garbage get
5367425729982236_751137282595598,0,If the Ukrainian players had no complaints about the behavior of that bastard their mother would be shot from above
5366055820119227_1120841312181839,0,Kutaisi be blessed 
1683004261757753_1683483161709863,0,Im sending it to my addressee tomorrowand Im just wondering when hell receive itIm sorry Im so late sending it but Im a special boys Santa and thats why it took me so long My Santa is not visible
1683004261757753_1683357158389130,0,Today I also got a gift from Santa thanks to the Bank of Georgia Georgian Post and that Santikela
1651131341611712_1658390884219091,0,Be happymay your parents be happy always
1645096135548566_1648097221915124,1,lovely 
1638778842846962_1639763582748488,1,Congratulations my Sandro Nichieri the youth is really dying for this Kvekana We hope for you
1632773476780832_1632827950108718,0,Elena Okro girl is holding you 
1613701202021393_1615760081815505,0,Football Bara
1608467445878102_1608973539160826,0,I want the music link
1608467445878102_1608720882519425,0,I smiled at you with a credit smile
1596807160377464_1596969870361193,0,Iratre Ginortel
